Forehead,InnerEyeCorner ,OuterEyeCorner ,NoseTip ,MouthCorner ,Cheek,Ear,CoreTemp
97.34,98.94,97.89,96.62,98.45,98.08,98.81,98.78
97.87,98.75,97.98,96.46,98.68,98.39,98.26,98.67
98.85,98.26,97.64,96.61,98.21,98.11,98.09,98.72
97.33,98.25,98.12,96.24,98.07,97.24,98.73,98.17
96.33,98.05,97.58,95.84,97.85,96.92,98.87,98.93
97.13,99.04,98.06,96.68,98.5,97.03,99.14,98.77
96.22,98.66,97.65,96.54,98.72,97.35,98.57,98.69
97.8,98.69,97.09,95.89,98.32,97.56,99.19,98.86
96.2,98.6,97.13,96.39,97.28,97.45,97.94,98.69
97.76,99.27,98.07,96.2,97.52,98.42,98.21,98.98
97.82,99.16,97.89,96.41,97.17,97.34,98.04,98.72
96.08,98.45,98.01,97.41,98.47,97.12,99.64,98.46
96.13,99.01,97.31,95.56,98.14,98.19,98.05,98.59
97.86,98.64,97.61,96.17,97.53,97.27,98.76,98.79
97.17,99.17,98.3,96.12,98.93,97.41,98.86,98.57
97.44,98.11,97.32,95.68,97.68,96.09,99.54,98.72
96.77,99.13,97.89,96.68,99.13,97.79,98.73,98.79
97.95,98.62,97.32,96.27,98.61,97.35,99.22,98.9
97.46,98.6,96.94,95.83,98.22,97.05,99.13,98.79
97.83,98.82,97.07,95.97,97.6,97.77,98.26,98.44
97.03,97.65,97.3,96.76,97.7,97.24,98.69,98.87
97.28,97.94,97.87,96.79,98.33,98.25,97.78,98.66
98.15,98.36,97.08,95.25,97.93,96.41,98.63,98.45
98.11,99.13,97.23,95.68,98.05,98.24,98.8,98.57
98.31,98.63,96.98,96.23,98.74,97.63,98.86,98.99
97.71,98.13,96.5,95.94,98.39,97.09,99.03,98.56
97.97,98.28,96.82,95.73,98.64,97.73,99.21,98.84
98.06,99.53,97.64,96.66,98.38,98.53,98.6,98.97
97.1,98.78,96.76,95.94,98.01,97.47,98.47,98.73
95.48,98.19,97.07,96.58,98.41,97.89,98.09,98.46
97.04,98.57,97.14,96.01,98.74,96.74,99.88,98.74
98.17,98.38,97.29,96.37,97.64,97.87,97.94,98.67
97.48,99.39,97.68,96.55,98.53,97.61,99.02,98.21
95.73,98.24,97.26,97.07,98.97,97.22,98.65,98.58
98.33,99.21,97.85,96.03,98.55,97.12,98.73,98.9
96.74,98.81,97.32,95.87,98.22,97.49,98.33,99.2
96.99,98.39,98.47,97.76,97.33,97.51,99.76,98.81
98.35,98.57,98.19,96.62,98.26,97.96,98.63,98.82
99.11,98.55,97.06,95.9,98.62,96.87,98.16,98.67
96.1,99.1,97.83,97.54,98.4,98.31,99.19,98.65
99.72,99.48,98.57,95.97,98.38,98.24,98.14,98.55
98.22,99.01,96.99,96.13,98.55,98.71,99.23,98.39
97.8,98.19,97.47,96.2,98.65,97.67,98.73,98.65
97.19,98.06,97.71,96.09,98.41,98.26,98.45,98.43
97.53,97.96,98.4,96.31,99.28,97.64,99.21,98.62
99.43,98.34,97.62,96.15,98.68,97.46,99.39,98.93
96.52,97.7,96.8,95.96,98.45,97.36,98.53,98.66
97.77,98.29,97.14,96.29,98.03,97.51,98.05,98.42
95.39,98.84,97.51,96.32,98.2,97.57,98.28,98.86
97.63,98.67,98.16,97.2,98.0,97.11,98.17,98.69
95.85,98.54,97.96,95.66,98.14,97.68,98.21,98.73
97.31,98.81,96.47,96.08,97.99,97.03,98.35,98.3
97.74,99.48,97.27,96.42,98.08,97.72,98.97,98.34
96.39,98.6,97.12,96.38,98.36,97.15,99.33,98.93
94.64,98.49,97.6,97.12,97.83,97.51,98.22,98.8
97.13,98.82,96.99,95.88,97.6,97.67,99.1,98.9
99.79,98.48,96.47,96.16,98.08,96.83,98.12,98.88
98.64,98.14,98.3,96.96,98.26,97.1,98.33,98.83
96.69,98.75,96.22,96.75,98.53,97.44,99.36,98.62
98.58,98.66,97.15,96.05,98.66,97.49,98.59,98.82
97.51,98.97,97.68,97.05,97.73,97.09,98.62,98.63
98.31,97.95,97.23,96.17,98.16,98.09,98.57,98.44
97.4,98.55,97.69,95.72,98.12,96.84,98.21,98.56
98.04,98.95,98.53,95.54,97.97,97.05,98.63,98.95
97.56,98.7,97.31,96.94,98.8,97.04,99.11,98.59
99.27,99.14,97.02,96.35,98.57,98.01,98.43,98.74
97.73,98.73,97.27,96.01,98.6,96.72,98.82,98.56
97.43,98.95,97.71,95.91,98.18,98.24,98.8,99.0
97.47,99.49,97.49,95.36,97.84,96.96,98.93,98.62
95.56,98.4,97.85,96.92,97.07,96.9,99.07,98.74
95.45,98.56,97.49,95.98,98.68,96.81,98.86,98.99
97.34,98.23,97.62,95.73,97.68,97.06,99.37,98.68
96.67,97.92,97.94,95.78,98.25,98.2,98.65,98.42
97.97,98.82,97.83,96.53,97.92,96.69,98.55,98.68
97.93,97.9,97.08,96.22,99.44,98.29,98.85,98.5
98.4,98.03,97.38,95.72,97.92,98.1,99.29,98.5
96.19,99.07,97.67,95.29,97.61,97.66,99.71,98.55
96.65,98.2,97.99,95.49,98.4,98.13,99.08,98.67
97.46,98.72,98.26,96.99,97.95,98.29,97.97,98.6
97.8,99.05,97.44,95.02,97.84,97.11,98.48,98.2
97.57,98.75,96.81,95.37,98.26,97.05,98.63,99.25
97.26,98.35,97.89,96.36,98.11,98.12,99.62,98.74
96.27,98.87,97.49,95.99,98.52,98.33,98.6,98.58
97.91,98.42,97.02,95.96,98.18,97.52,98.18,98.36
97.13,97.9,97.46,96.19,98.28,97.48,98.71,98.53
100.26,99.66,97.75,96.34,97.58,96.85,99.03,98.86
97.29,97.8,97.42,96.9,98.07,96.85,98.29,98.75
96.87,99.41,97.97,96.34,98.9,97.51,99.0,98.58
97.4,98.0,97.58,95.99,98.5,97.33,98.39,98.76
97.43,98.58,97.52,95.37,98.18,98.14,99.2,98.58
97.91,98.43,97.2,96.67,98.13,97.8,98.91,99.23
96.81,98.76,96.96,97.27,97.53,97.61,99.01,98.41
98.45,98.15,97.73,96.26,98.59,98.28,98.71,98.39
98.54,98.9,97.59,97.09,98.22,96.56,98.31,98.59
98.71,97.91,97.71,96.03,98.81,97.38,99.4,98.8
96.13,97.94,98.22,96.88,98.33,97.41,98.35,99.0
98.84,98.47,97.33,96.36,98.65,97.63,98.57,98.73
97.36,99.47,97.52,96.33,98.4,98.33,99.1,98.58
96.83,97.81,97.99,96.86,97.92,97.33,98.96,98.93
98.7,98.16,97.24,95.59,98.31,97.22,99.16,98.88
96.07,99.29,97.77,95.97,98.7,97.47,98.6,98.66
98.78,99.4,97.27,94.83,99.16,97.07,98.64,98.5
97.07,99.21,96.68,96.97,98.82,97.3,98.72,98.77
98.46,99.21,97.57,96.33,98.16,97.6,99.27,98.79
98.37,98.02,97.48,96.5,98.52,97.07,99.37,98.71
97.1,97.85,97.52,97.18,98.49,97.65,98.19,98.68
98.65,98.44,96.97,95.81,97.45,97.61,98.13,98.45
97.26,99.01,97.95,96.08,98.29,96.75,99.07,98.61
96.91,99.04,97.67,96.65,97.77,96.98,98.99,98.62
96.42,99.15,97.7,95.54,98.41,97.52,97.89,98.15
98.09,98.1,97.95,97.7,97.62,97.57,98.47,98.65
98.96,98.39,97.47,96.18,98.39,97.13,98.54,98.69
96.35,99.03,96.87,95.99,98.76,97.31,99.05,98.67
98.12,99.5,96.69,96.14,98.61,98.0,99.62,99.36
97.76,98.74,97.13,96.15,98.04,96.96,98.82,98.69
98.22,99.18,96.84,96.77,97.62,97.88,99.06,98.93
95.78,97.74,97.14,97.23,97.85,97.39,98.94,98.76
96.49,98.51,97.84,96.04,98.61,96.8,98.35,98.42
99.02,98.83,96.98,96.29,97.62,97.54,98.55,98.87
96.67,98.48,97.07,96.27,98.37,97.08,99.49,98.49
96.98,99.35,97.53,95.85,97.64,96.33,99.49,98.8
99.11,98.83,97.18,97.04,98.65,97.06,97.72,99.03
95.94,98.92,97.26,96.45,97.81,97.78,98.39,98.85
97.47,98.87,98.13,96.42,98.22,97.03,98.25,98.49
97.39,98.61,97.82,97.09,97.8,96.6,98.79,98.8
97.48,99.2,97.57,96.61,98.3,97.75,98.48,98.53
99.5,98.67,97.71,96.27,98.43,97.51,99.22,98.83
97.7,98.51,96.95,95.89,98.78,96.54,98.78,98.54
99.29,99.12,96.59,96.84,99.36,97.11,99.05,99.0
98.1,98.75,98.19,95.84,98.99,97.22,98.74,98.73
98.87,98.59,97.23,96.75,97.74,97.5,98.29,98.56
99.04,97.69,98.32,95.84,98.3,97.9,99.19,98.83
97.75,99.35,98.54,95.94,98.21,96.39,98.73,98.7
97.28,98.47,98.53,96.49,97.85,97.34,98.49,98.76
97.22,98.86,98.06,96.9,98.9,97.83,98.65,98.18
96.49,99.25,96.72,96.97,98.44,97.25,98.12,98.81
98.79,98.55,97.79,95.98,98.33,97.02,99.21,98.86
97.02,98.8,97.39,96.75,98.7,98.23,98.74,98.96
98.28,98.54,97.63,95.85,98.1,97.53,99.12,98.79
96.46,98.47,98.09,95.7,97.59,97.74,99.53,98.75
97.3,97.95,97.39,95.83,98.23,98.21,98.33,98.96
98.1,98.57,96.06,96.58,98.13,97.39,98.7,98.73
98.01,98.78,98.24,95.77,97.29,96.23,98.73,98.83
95.76,97.57,98.4,97.12,98.15,97.89,99.6,98.51
97.76,98.96,97.68,95.85,98.18,97.72,98.85,99.12
98.02,99.06,97.85,95.8,98.31,96.81,98.19,99.09
96.72,98.7,96.86,97.03,98.84,97.68,99.06,98.89
97.22,98.88,97.31,96.24,98.4,96.89,98.3,99.08
97.98,98.84,96.94,96.04,97.96,97.21,98.55,98.81
96.37,98.15,97.59,95.29,97.7,97.19,98.89,98.89
97.22,98.63,97.85,95.93,98.9,96.88,98.55,98.5
96.98,97.68,97.2,96.28,98.07,97.81,98.3,98.48
96.87,99.32,97.35,95.99,98.46,97.27,98.78,98.82
98.83,98.48,97.49,96.26,98.1,97.65,98.85,98.47
98.14,98.82,97.73,96.26,98.33,97.34,99.76,98.89
97.77,98.65,97.84,96.38,97.92,97.11,98.52,99.08
97.07,98.64,97.4,96.4,98.09,97.26,98.61,98.4
98.12,99.05,98.2,96.88,98.48,97.61,99.34,98.66
98.17,98.46,97.49,96.58,98.27,97.75,99.27,98.59
97.7,99.05,97.97,95.77,97.83,96.56,98.34,98.81
96.54,98.55,97.02,95.99,98.8,97.63,98.56,99.23
97.64,97.88,98.14,96.11,97.8,98.54,99.12,98.64
96.98,98.23,98.01,95.97,97.81,97.76,98.66,98.05
97.31,97.97,97.25,95.9,97.61,97.5,98.26,99.02
98.43,98.07,97.92,96.16,98.75,96.78,99.4,98.37
97.33,98.8,96.52,96.78,98.77,97.19,98.23,98.63
98.23,99.02,97.34,95.15,98.62,98.23,97.98,98.47
98.41,97.73,98.22,95.38,98.6,97.12,98.92,98.71
98.35,98.28,97.11,95.72,97.97,97.54,98.96,98.8
98.21,98.86,97.54,95.26,98.45,97.19,98.71,98.55
97.15,98.26,97.87,96.67,98.25,97.12,98.15,98.62
98.17,99.15,97.98,96.65,98.83,97.53,98.68,98.45
96.58,97.98,97.4,96.4,97.87,96.87,98.72,98.6
95.43,98.28,97.93,95.15,98.28,97.48,98.87,98.43
98.33,98.53,97.66,96.39,98.1,98.38,98.69,98.6
98.36,98.82,96.85,96.26,98.46,98.22,98.56,98.65
97.09,98.96,97.65,95.93,98.23,97.5,99.17,98.67
95.98,97.3,97.4,97.06,98.19,97.46,98.17,98.69
95.92,98.08,97.23,96.33,98.23,97.79,99.33,99.07
99.58,97.91,98.04,96.19,98.46,97.41,98.43,98.64
96.51,99.17,97.54,96.71,97.97,98.08,98.95,99.04
97.07,99.0,97.58,96.49,98.49,96.81,98.67,99.16
97.55,98.58,97.37,95.95,97.63,97.06,98.35,98.38
98.55,98.39,98.27,95.62,98.19,97.3,99.08,98.86
97.82,98.62,98.33,96.75,98.05,97.29,98.32,98.61
96.33,98.73,97.0,96.82,97.7,97.46,98.78,98.92
96.84,99.14,97.32,96.44,98.14,96.95,98.69,98.76
97.84,98.91,97.63,95.9,98.14,97.19,98.6,98.89
97.14,98.09,96.99,97.18,97.44,98.07,99.04,98.43
96.96,99.38,96.21,95.9,98.35,97.05,98.55,98.35
97.59,97.73,98.51,95.37,97.84,96.68,99.04,99.03
98.27,98.13,98.3,95.9,97.49,98.0,98.48,98.67
98.55,99.57,97.99,96.27,98.4,97.34,98.13,98.73
98.59,98.96,97.16,95.97,98.34,96.46,99.24,99.02
96.3,98.65,98.34,96.64,98.25,96.89,98.75,98.29
97.48,99.54,96.65,97.22,98.49,97.7,98.74,98.89
98.59,98.82,97.88,97.34,97.3,97.0,98.98,98.07
96.94,98.89,97.63,96.9,98.93,97.32,98.81,98.99
97.57,98.21,97.58,96.83,97.68,97.72,99.36,98.53
96.99,97.95,97.46,96.37,98.38,97.79,99.52,98.83
99.19,97.96,97.27,96.41,98.21,97.46,98.1,98.38
96.89,97.69,97.27,94.99,97.64,97.97,99.03,98.51
97.12,99.41,97.48,96.87,97.8,97.36,98.34,98.9
96.6,98.54,97.06,97.1,98.46,96.94,98.2,98.91
98.69,99.06,99.1,96.31,98.42,97.28,99.54,98.56
98.6,98.0,97.54,96.32,97.82,96.86,98.73,98.85
98.19,98.96,98.15,97.06,98.27,97.78,98.03,98.74
98.25,99.23,97.54,96.24,98.3,97.51,99.32,98.45
97.8,98.68,96.5,96.39,98.04,96.93,98.51,98.62
98.35,98.72,97.86,95.04,98.17,96.82,98.4,98.92
98.38,98.52,97.49,96.6,98.14,97.09,99.56,98.55
97.34,98.89,97.04,96.65,98.37,97.7,98.42,98.83
98.97,99.16,97.24,95.16,98.06,97.69,98.8,99.1
96.65,98.71,97.4,95.44,98.96,96.89,98.4,99.24
96.22,99.52,96.92,97.07,99.17,98.71,99.42,98.58
97.61,99.05,97.17,96.44,99.04,97.65,98.96,98.79
98.87,98.92,97.16,96.46,97.82,96.72,98.24,98.66
97.54,98.44,98.72,96.73,97.88,98.08,99.06,98.78
97.33,98.2,97.33,96.55,97.53,97.04,98.82,98.32
96.05,98.74,97.66,96.95,97.34,97.21,98.46,98.83
97.56,98.15,97.97,95.35,97.46,97.53,98.52,98.73
99.08,98.72,97.32,96.34,97.66,97.41,97.97,98.5
95.77,98.36,97.55,96.06,98.76,97.2,99.3,98.77
96.53,98.07,97.38,97.7,98.31,97.27,99.56,98.67
97.23,98.79,97.34,95.78,97.99,97.24,99.48,98.72
99.58,98.77,96.75,96.37,98.14,98.36,98.59,98.49
96.57,97.97,97.26,95.32,98.49,97.62,98.36,98.77
97.77,98.25,98.54,96.02,98.12,96.75,98.16,99.0
97.43,98.28,97.58,96.95,98.56,98.14,98.36,98.62
96.56,99.2,97.22,96.12,98.74,96.7,99.24,98.88
96.98,98.51,97.1,96.77,97.81,96.24,98.42,98.41
97.81,97.35,97.8,96.68,97.65,96.68,99.42,98.27
96.57,98.54,97.24,96.54,98.01,98.16,98.13,98.53
96.65,98.21,96.54,95.89,97.98,98.37,98.83,98.69
97.81,98.99,97.38,96.96,98.0,97.59,98.28,98.75
99.91,99.56,97.06,95.93,97.94,97.54,99.09,98.6
97.19,99.2,97.85,95.94,98.56,97.59,98.32,98.78
98.35,97.68,97.37,96.0,97.6,97.69,98.69,98.94
99.02,98.5,97.73,95.95,98.62,97.83,99.07,98.62
98.63,98.55,97.69,96.32,98.38,98.72,99.21,98.33
97.21,98.47,97.49,95.86,98.36,97.26,98.6,98.65
97.0,98.22,97.78,96.15,98.43,97.54,98.96,98.46
99.76,99.14,97.59,96.3,98.37,97.04,98.87,98.82
96.27,97.77,97.58,96.7,98.09,97.99,98.67,98.67
96.3,98.27,97.54,96.05,98.65,96.49,98.03,98.01
98.34,99.38,98.31,96.01,98.19,97.48,98.83,98.59
99.06,98.12,97.67,95.7,97.48,96.88,99.18,98.54
97.94,98.96,97.37,95.95,98.27,96.8,98.61,98.6
98.57,98.69,97.72,95.89,98.59,97.75,99.29,98.16
97.76,98.49,96.45,96.6,98.66,96.75,98.48,98.86
98.36,98.07,97.32,96.81,98.32,96.99,97.88,98.72
97.1,98.53,97.31,96.25,98.17,97.87,97.95,98.82
97.76,99.1,97.11,95.85,98.52,97.79,98.73,99.08
98.69,99.64,97.19,96.55,98.31,97.66,98.77,98.34
97.7,98.42,96.96,96.62,97.79,97.35,99.0,98.86
97.4,98.9,97.77,96.6,98.83,97.44,99.79,98.79
98.07,98.11,97.68,95.72,98.22,95.88,99.21,98.31
98.09,98.44,97.46,96.69,97.81,96.97,98.94,98.52
96.02,97.7,98.76,97.13,98.77,96.99,98.6,98.65
97.48,98.89,97.02,96.73,98.38,97.62,98.04,98.68
97.19,98.69,97.17,96.64,99.57,98.66,99.39,98.69
97.3,98.4,98.0,96.3,98.62,96.96,98.89,98.29
97.25,98.9,97.9,95.61,98.39,97.52,98.82,99.0
96.03,98.01,98.15,95.27,98.54,98.3,99.34,99.19
96.1,98.36,97.2,95.88,98.65,97.2,98.29,98.79
96.23,98.57,98.08,95.58,98.37,97.65,98.0,98.46
96.56,98.68,97.12,96.76,97.68,96.92,99.71,98.9
99.97,98.18,97.21,96.47,98.8,97.22,98.77,98.73
96.01,98.9,98.54,96.18,98.46,96.73,99.1,98.79
97.81,97.43,97.29,96.67,98.2,97.57,98.46,98.39
98.59,98.08,97.47,97.07,98.2,97.37,99.07,98.75
96.91,99.03,97.35,96.22,97.93,97.08,99.58,98.76
97.24,97.64,97.55,96.62,98.03,97.58,98.29,98.57
96.56,99.21,97.58,96.21,98.38,97.38,98.94,98.64
97.31,98.43,98.3,95.93,99.13,97.11,98.85,98.69
97.57,98.67,97.35,96.75,97.68,98.21,98.02,98.23
97.44,98.57,97.92,95.92,98.0,97.73,98.75,98.53
99.66,99.02,97.64,96.82,98.57,96.41,98.3,98.23
96.95,98.73,98.37,95.34,97.65,96.95,98.33,98.41
96.04,98.02,98.35,95.48,99.02,97.15,98.5,98.59
96.03,98.46,96.98,96.16,98.9,97.94,98.43,98.71
96.32,98.54,97.37,96.48,98.54,97.36,98.63,98.66
95.69,98.92,97.54,95.02,98.64,97.06,99.13,98.78
95.79,99.02,97.5,97.11,97.96,97.98,98.72,98.89
97.57,98.59,98.24,95.9,98.09,97.89,98.13,98.77
97.69,98.14,97.07,96.43,97.92,97.32,98.7,98.85
97.18,98.96,98.18,96.2,98.78,97.52,98.66,98.95
96.2,98.76,97.63,96.21,97.62,97.34,98.72,98.7
95.94,98.35,97.49,96.83,98.04,97.68,98.58,98.61
96.25,98.43,97.54,96.48,98.17,97.73,99.21,98.51
97.46,98.65,97.8,95.74,98.77,97.01,97.59,98.35
98.22,99.11,97.6,95.71,97.72,97.86,98.13,98.84
97.24,98.99,97.27,96.06,97.81,97.03,98.49,98.85
95.26,99.21,97.56,95.8,97.63,97.14,98.24,98.73
97.57,98.25,98.15,96.7,98.1,98.0,98.15,99.28
98.39,98.4,98.01,96.32,98.72,97.59,98.85,98.67
97.79,97.93,96.96,96.75,97.63,97.29,98.2,98.75
97.87,98.66,97.38,94.93,97.39,97.38,98.72,98.77
97.39,98.92,97.44,95.71,98.11,97.69,98.0,98.88
97.67,99.07,97.48,96.26,99.69,96.42,99.03,98.36
97.54,99.94,97.0,96.61,98.71,97.29,98.75,98.8
98.28,98.31,97.22,96.38,97.37,96.97,98.29,98.78
97.64,97.91,97.03,95.12,97.67,96.85,98.18,98.62
96.73,98.66,97.66,95.72,98.05,97.15,98.42,98.47
97.14,98.19,98.01,95.92,98.07,97.05,98.24,98.64
97.24,98.8,98.47,96.5,98.0,97.25,99.88,98.66
94.89,99.36,98.01,96.38,97.62,97.78,99.23,98.84
96.96,98.17,97.64,96.62,97.99,97.85,98.38,98.71
99.51,98.12,97.29,96.81,98.68,96.94,98.11,98.55
96.88,98.45,97.04,96.72,97.85,97.3,98.55,98.43
98.81,98.49,97.87,96.56,97.94,97.94,98.13,98.69
97.7,98.77,97.72,95.34,98.85,97.4,97.27,98.53
98.3,98.46,97.75,96.72,97.87,96.88,97.69,98.96
98.15,98.23,97.89,96.68,97.79,97.34,99.0,98.89
96.49,98.51,98.26,96.93,97.22,97.73,98.17,98.88
96.22,98.25,97.15,95.51,98.8,97.07,99.17,99.11
95.73,99.07,98.33,96.54,98.57,97.13,99.31,98.52
99.77,99.44,97.73,96.19,98.11,97.45,98.94,98.59
98.12,98.68,97.74,95.68,97.83,97.68,98.79,98.39
97.9,98.95,97.9,95.31,98.54,96.8,98.71,98.15
95.63,97.96,97.71,96.19,98.5,96.76,99.49,98.85
97.29,99.25,97.47,96.54,98.6,97.91,99.11,98.87
98.06,98.67,97.93,96.11,97.84,97.89,98.68,98.89
96.88,98.84,97.94,96.21,98.76,97.74,98.37,98.69
98.84,98.64,97.38,96.54,98.11,97.25,98.65,98.67
96.74,98.33,97.33,95.97,98.27,97.57,98.39,98.73
98.74,98.29,96.36,96.63,97.24,96.8,98.18,98.54
97.17,98.39,97.72,96.88,98.17,98.09,99.05,98.95
97.35,98.04,98.42,96.75,98.12,98.21,98.95,98.64
97.28,98.45,97.3,95.31,98.09,98.2,98.02,98.62
98.38,98.92,97.55,96.44,98.35,97.85,98.87,98.61
96.29,97.93,98.26,96.57,98.6,97.81,98.92,99.1
96.12,99.02,96.97,96.4,97.72,96.8,98.26,98.45
96.85,99.13,97.68,96.05,98.26,98.07,97.99,98.89
98.11,99.07,97.79,95.57,98.18,97.64,98.71,98.56
98.57,98.59,97.39,97.23,98.24,97.09,98.81,98.38
95.86,98.68,96.84,96.35,98.56,98.11,98.77,98.12
96.46,98.13,96.97,96.25,98.32,96.92,98.79,98.86
96.91,99.47,97.65,96.75,97.8,96.61,99.36,98.89
97.9,98.36,97.39,96.24,98.29,97.09,98.56,98.39
98.24,98.69,97.9,95.95,97.31,97.2,99.23,98.43
97.8,98.88,97.0,96.17,98.32,98.04,98.32,98.47
98.35,98.68,98.08,95.89,98.24,97.25,98.62,98.73
97.23,98.23,97.47,96.86,98.02,97.45,98.13,99.0
98.31,98.77,98.71,96.2,97.82,97.43,98.71,99.12
97.51,99.04,98.13,96.5,98.49,97.27,98.97,98.7
97.35,99.56,97.36,95.6,98.24,97.66,98.47,98.57
97.59,98.22,97.41,95.81,98.12,97.24,98.44,98.91
99.77,98.95,98.07,96.24,98.43,98.03,98.73,98.76
96.96,98.93,97.99,96.01,98.78,97.14,98.74,98.69
98.73,99.1,96.83,96.03,98.66,98.31,98.54,98.64
97.31,98.83,97.72,96.82,98.69,97.12,98.32,98.54
98.33,98.75,97.22,96.15,97.38,96.93,99.29,98.48
99.0,99.02,98.87,95.82,98.99,97.72,99.3,98.76
96.88,98.42,97.17,95.78,98.17,97.15,98.78,98.57
96.81,98.82,97.46,96.77,97.64,97.64,98.08,98.96
97.73,99.83,98.05,96.12,98.76,97.53,98.52,98.94
96.32,98.53,96.85,96.14,97.8,98.16,99.23,98.85
97.34,98.64,98.25,96.33,98.02,97.46,99.24,98.59
98.44,98.7,98.02,97.07,98.05,98.22,99.36,98.87
97.19,97.89,97.25,96.14,98.14,97.24,99.1,98.55
97.14,98.97,97.69,97.57,98.51,97.61,97.59,98.48
96.82,97.53,98.26,96.5,98.2,96.9,98.53,98.65
97.99,99.35,98.27,95.92,98.58,98.05,98.84,98.18
96.77,98.86,97.57,95.56,98.0,97.5,98.66,98.7
97.16,99.49,98.05,95.66,98.34,97.25,98.43,98.39
96.46,99.07,96.93,96.35,98.69,97.6,98.9,98.14
97.09,97.86,97.64,96.04,99.08,96.81,99.22,98.74
98.75,98.54,97.59,96.12,98.72,98.21,98.25,99.18
97.64,98.04,97.22,95.47,98.65,97.37,98.9,98.7
95.8,98.96,97.49,95.98,98.15,97.32,99.22,98.62
97.57,98.55,97.01,97.05,98.34,96.98,98.81,98.39
97.27,98.79,97.78,96.28,98.4,97.04,98.3,98.89
98.8,98.53,98.43,96.04,97.07,97.79,98.49,98.68
98.19,98.94,97.16,96.48,98.23,98.25,98.22,98.83
97.27,98.18,97.58,96.22,98.59,98.09,98.5,98.73
96.06,98.81,98.79,95.7,98.6,97.36,97.91,99.09
98.76,99.28,97.58,97.14,97.7,96.82,99.08,98.65
96.55,99.2,98.02,95.97,98.53,97.15,98.78,98.82
99.03,98.14,98.65,95.93,98.32,97.46,98.03,98.39
96.91,98.72,97.63,95.21,97.61,96.7,98.68,98.89
98.32,99.15,97.36,96.53,98.79,98.25,98.59,98.84
97.35,98.74,97.79,96.73,98.04,97.11,98.88,99.04
97.01,98.1,97.44,95.76,98.66,96.93,98.63,98.72
98.13,98.48,97.54,96.84,98.7,97.5,99.16,98.23
98.82,98.42,97.1,96.29,97.92,97.19,98.46,98.56
99.51,98.38,97.89,95.95,97.65,97.88,98.37,98.93
97.03,98.52,98.06,94.64,97.93,97.03,98.47,98.36
97.56,99.17,97.8,96.47,98.53,97.74,98.54,98.35
97.51,98.43,97.59,95.65,98.34,96.72,98.5,99.01
97.55,98.89,97.95,97.36,98.06,97.15,98.74,98.88
98.54,98.37,97.65,96.94,97.67,96.52,98.0,98.64
96.8,98.56,98.18,96.88,97.97,97.75,98.41,98.55
97.99,98.51,97.59,96.25,97.83,97.23,98.92,98.75
97.45,98.91,97.37,96.66,97.87,96.89,99.04,98.96
99.01,98.99,97.19,96.38,98.9,96.82,98.97,98.83
97.05,98.38,97.45,96.76,98.1,97.69,98.86,98.62
97.83,98.56,97.44,96.55,98.37,98.19,98.19,98.66
96.29,98.42,96.99,95.56,98.97,97.57,98.64,98.78
98.16,98.8,97.86,95.61,98.06,97.16,98.66,98.38
97.73,99.13,97.73,96.61,98.34,97.11,98.6,98.43
97.17,97.94,97.65,96.22,98.44,96.97,97.97,98.21
98.4,98.52,97.8,97.25,98.19,96.72,98.31,98.98
97.05,98.74,97.5,97.05,98.0,97.29,98.35,98.69
98.14,98.44,97.26,96.35,97.76,97.38,99.21,98.73
97.89,98.03,97.7,97.33,98.89,97.4,97.77,98.52
97.78,98.51,97.7,96.06,98.8,98.17,99.28,98.81
95.2,98.82,97.85,95.56,98.3,98.24,99.09,98.51
97.0,98.05,97.86,95.6,98.36,96.2,98.82,98.22
98.54,97.81,97.76,96.62,98.36,97.65,98.48,98.59
98.49,98.5,96.95,97.12,97.6,97.59,98.21,98.47
98.08,98.8,96.29,96.56,98.38,97.34,98.1,98.76
97.9,98.67,97.63,96.16,97.69,97.21,98.95,98.72
96.22,98.3,97.3,95.94,97.92,98.28,98.76,99.03
97.49,98.6,96.47,96.26,97.85,97.26,98.7,98.2
97.81,98.81,98.11,96.86,98.31,97.89,98.39,98.36
97.3,97.87,97.28,96.58,97.7,97.7,99.07,99.18
97.36,97.99,97.83,96.8,98.44,97.29,98.37,98.63
97.4,98.21,98.92,94.89,98.12,97.16,98.81,99.09
97.25,99.36,97.13,96.39,98.35,97.08,98.81,98.74
99.26,98.52,97.68,96.03,97.34,97.8,98.63,98.47
97.75,98.67,97.43,97.07,98.45,97.19,98.22,98.3
96.99,99.22,97.98,96.49,98.21,97.54,98.93,98.3
97.82,98.54,97.48,96.61,98.23,97.22,98.25,98.77
96.84,98.06,97.9,95.89,98.04,98.55,98.66,98.64
97.98,98.25,98.02,96.62,99.23,96.23,98.76,98.86
99.29,99.38,97.47,95.43,97.76,97.29,98.95,98.89
96.08,99.0,97.76,97.0,97.83,98.19,98.32,98.81
96.98,98.21,98.24,96.08,98.04,97.17,98.85,98.13
96.71,98.58,97.19,96.76,98.56,96.84,98.72,98.9
97.26,98.34,97.37,97.01,99.17,96.84,99.11,98.72
97.56,97.92,96.94,97.05,98.21,97.17,98.3,98.75
